Spring Mobile - AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comp,1/31/2016,,8/27/2017,,,,NA
Store #,Store Name,Address,City,State,Zip,Market,Region,District,State,Open Date,Market VP,Region Director,District Manager,,Classification,Acquisition Name,Store Tier, Sq Ft , Sq Ft Range ,Closed Date,Status,Attribute,Base?,Comp?,Same?,,,1396,,,,Same,8/28/2016,,,,,,Base
129,West Jordan,1573 West 9000 South,West Jordan,UT,84088,Central Market,Rocky Mountain Region,Salt Lake City,Utah,11/18/2015,Josh Heck,Tyler Stoker,Kevin Brown,,WS,FY2015,5,"1,800", 1500-2000 ,,Open,WS - FY2015,,x,x,5,,,,,,,,,,,,,
131,Woods Cross,"618 West 2600 South, Ste A",Woods Cross,UT,84087,Central Market,Rocky Mountain Region,Utah North,Utah,3/31/2017,Josh Heck,Tyler Stoker,Joseph Schwartz,,WS,FY2017,4,"2,000", 2000-2500 ,,Open,WS - FY2017,,,,4,,,,,,,,,,,,,
200,Provo Towne Store,1200 Towne Centre Blvd #1124,Provo,UT,84601,Central Market,Rocky Mountain Region,Utah South,Utah,4/1/2006,Josh Heck,Tyler Stoker,David Peterson,,Base,,3,"1,358", 1000-1500 ,,Open,Base,x,x,x,3,,,,,,,,,,,,,
201,University Store,"575 East University Parkway, Unit E77",Orem,UT,84097,Central Market,Rocky Mountain Region,Utah South,Utah,4/1/2006,Josh Heck,Tyler Stoker,David Peterson,,Base,,3,689, 500-1000 ,,Open,Base,x,x,x,4,,,,,,,,,,,,,
202,South Towne,10450 South State Street #1242,Sandy,UT,84070,Central Market,Rocky Mountain Region,Salt Lake City,Utah,4/1/2006,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,4,"1,187", 1000-1500 ,,Open,Base,x,x,x,4,,,,,,,,,,,,,
215,Lehi,"3370 N Digital Drive, Ste 130",Lehi,UT,84043,Central Market,Rocky Mountain Region,Utah South,Utah,5/18/2016,Josh Heck,Tyler Stoker,David Peterson,,WS,FY2016,4,"1,600", 1500-2000 ,,Open,WS - FY2016,,,x,4,,,,,,,,,,,,,
216,Draper,64 E 12300 S Ste 102,Draper,UT,84020,Central Market,Rocky Mountain Region,Utah South,Utah,4/1/2006,Josh Heck,Tyler Stoker,David Peterson,,Base,,3,"1,500", 1000-1500 ,,Open,Base,x,x,x,4,,,,,,,,,,,,,
220,Spanish Fork,982 North Main Street,Spanish Fork,UT,84660,Central Market,Rocky Mountain Region,Utah South,Utah,4/1/2006,Josh Heck,Tyler Stoker,David Peterson,,Base,,P,"2,500", 2000-2500 ,,Open,Base,x,x,x,1,,,,,,,,,,,,,
221,Quarry Bend,9306 S. Village Shop Dr,Sandy,UT,84094,Central Market,Rocky Mountain Region,Salt Lake City,Utah,11/1/2007,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,3,"1,588", 1500-2000 ,,Open,Base,x,x,x,3,,,,,,,,,,,,,
222,Orem,1620 N State St.,Orem,UT,84057,Central Market,Rocky Mountain Region,Utah South,Utah,9/18/2009,Josh Heck,Tyler Stoker,David Peterson,,Base,,2,"2,000", 1500-2000 ,,Open,Base,x,x,x,2,,,,,,,,,,,,,
224,Richfield,850 N. Main St Ste. 2,Richfield,UT,84701,Central Market,Rocky Mountain Region,Utah South,Utah,9/1/2011,Josh Heck,Tyler Stoker,David Peterson,,Base,,4,"1,025", 1000-1500 ,,Open,Base,x,x,x,4,,,,,,,,,,,,,
226,South Pasadena,712 Fair Oaks Ave,South Pasadena,CA,91030,West Market,Greater Los Angeles Region,LA North,California,11/1/2013,Jon Betts,Scott Rodgerson,Wilfredo Arias,,Base,Affordable Portable,3,"2,792", 2500-3000 ,,Open,Base - Affordable Portable,x,x,x,3,,,,,,,,,,,,,
227,Los Feliz,2900 Los Feliz Blvd,Los Angeles,CA,90039,West Market,Greater Los Angeles Region,LA North,California,11/1/2013,Jon Betts,Scott Rodgerson,Wilfredo Arias,,Base,Affordable Portable,1,"2,450", 2000-2500 ,,Open,Base - Affordable Portable,x,x,x,1,,,,,,,,,,,,,
228,Ventura,"2850 Johnson Drive, Ste A",Ventura,CA,93003,West Market,Greater Los Angeles Region,The Valley,California,11/1/2013,Jon Betts,Scott Rodgerson,Austin Parker,,Base,Affordable Portable,4,"2,500", 2000-2500 ,,Open,Base - Affordable Portable,x,x,x,4,,,,,,,,,,,,,
229,Port Hueneme,623 W Channel Islands Blvd,Port Hueneme,CA,93041,West Market,Greater Los Angeles Region,The Valley,California,11/1/2013,Jon Betts,Scott Rodgerson,Austin Parker,,Base,Affordable Portable,3,900, 500-1000 ,,Open,Base - Affordable Portable,x,x,x,3,,,,,,,,,,,,,
230,Westlake,"3825 E Thousand Oak Blvd, Ste Q",Westlake,CA,91362,West Market,Greater Los Angeles Region,The Valley,California,11/1/2013,Jon Betts,Scott Rodgerson,Austin Parker,,Base,Affordable Portable,4,900, 500-1000 ,,Open,Base - Affordable Portable,x,x,x,4,,,,,,,,,,,,,
231,Arleta,9055 Woodman Ave,Arleta,CA,91331,West Market,Greater Los Angeles Region,LA North,California,11/1/2013,Jon Betts,Scott Rodgerson,Wilfredo Arias,,Base,Affordable Portable,4,"3,200", Above 3000 ,,Open,Base - Affordable Portable,x,x,x,4,,,,,,,,,,,,,
232,Pacoima,12733 Van Nuys Blvd,Pacoima,CA,91331,West Market,Greater Los Angeles Region,LA North,California,11/1/2013,Jon Betts,Scott Rodgerson,Wilfredo Arias,,Base,Affordable Portable,3,"2,700", 2500-3000 ,,Open,Base - Affordable Portable,x,x,x,3,,,,,,,,,,,,,
233,Gardena,"1691 W Artesia Blvd, Bldg F",Gardena,CA,90248,West Market,Greater Los Angeles Region,South Bay,California,11/1/2013,Jon Betts,Scott Rodgerson,Cameron Seymore,,Base,Affordable Portable,2,"2,500", 2000-2500 ,,Open,Base - Affordable Portable,x,x,x,2,,,,,,,,,,,,,
234,Sherman Oaks,14513 Ventura Blvd,Sherman Oaks,CA,91403,West Market,Greater Los Angeles Region,The Valley,California,11/1/2013,Jon Betts,Scott Rodgerson,Austin Parker,,Base,Affordable Portable,4,"2,106", 2000-2500 ,,Open,Base - Affordable Portable,x,x,x,4,,,,,,,,,,,,,
236,Long Beach Spring,6336 E Spring St,Long Beach,CA,90808,West Market,Greater Los Angeles Region,South Bay,California,11/1/2013,Jon Betts,Scott Rodgerson,Cameron Seymore,,Base,Affordable Portable,5,"1,200", 1000-1500 ,,Open,Base - Affordable Portable,x,x,x,5,,,,,,,,,,,,,
237,Torrance,1400 W 190th St #C,Torrance,CA,90501,West Market,Greater Los Angeles Region,South Bay,California,11/1/2013,Jon Betts,Scott Rodgerson,Cameron Seymore,,Base,Affordable Portable,4,"1,000", 500-1000 ,,Open,Base - Affordable Portable,x,x,x,4,,,,,,,,,,,,,
239,Long Beach Atlantic,4105 Atlantic Ave #B,Long Beach,CA,90807,West Market,Greater Los Angeles Region,South Bay,California,11/1/2013,Jon Betts,Scott Rodgerson,Cameron Seymore,,Base,Affordable Portable,3,"1,192", 1000-1500 ,,Open,Base - Affordable Portable,x,x,x,3,,,,,,,,,,,,,
240,Signal Hill,1899 E Willow St #100,Signal Hill,CA,90755,West Market,Greater Los Angeles Region,South Bay,California,11/1/2013,Jon Betts,Scott Rodgerson,Cameron Seymore,,Base,Affordable Portable,2,"1,150", 1000-1500 ,,Open,Base - Affordable Portable,x,x,x,2,,,,,,,,,,,,,
242,Riverside,3540 Riverside Plaza #334,Riverside,CA,92506,West Market,Southern California Region,IE East,California,11/1/2013,Jon Betts,Greg Miller,Giuliana Mainardi,,Base,Affordable Portable,1,"1,276", 1000-1500 ,,Open,Base - Affordable Portable,x,x,x,1,,,,,,,,,,,,,
244,San Juan,32341 E Camino Capistrano,San Juan Capistrano,CA,92675,West Market,Southern California Region,OC South,California,11/1/2013,Jon Betts,Greg Miller,Ilene Solaiza,,Base,Affordable Portable,4,975, 500-1000 ,,Open,Base - Affordable Portable,x,x,x,4,,,,,,,,,,,,,
245,Whittier,"13502 Whittier Blvd, Ste F",Whittier,CA,90604,West Market,Greater Los Angeles Region,LA East,California,11/1/2013,Jon Betts,Scott Rodgerson,Chris Espinoza,,Base,Affordable Portable,5,"1,575", 1500-2000 ,,Open,Base - Affordable Portable,x,x,x,5,,,,,,,,,,,,,
246,Orange,4501 E Chapman Ave,Orange,CA,92869,West Market,Greater Los Angeles Region,OC North,California,11/1/2013,Jon Betts,Scott Rodgerson,John Reinhold,,Base,Affordable Portable,4,"1,575", 1500-2000 ,,Open,Base - Affordable Portable,x,x,x,4,,,,,,,,,,,,,
248,Pico Rivera,8725 E. Washington Blvd,Pico Rivera,CA,90660,,,,California,9/16/2015,,,,,WS,Radio Shack Flip,,,,1/28/2017,FY16 Closure,WS - Radio Shack Flip,,,,,,,,,,,,,,,,,
249,Temecula,31938 Temecula Pwy #B,Temecula,CA,92592,West Market,Southern California Region,IE East,California,11/1/2013,Jon Betts,Greg Miller,Giuliana Mainardi,,Base,Affordable Portable,3,"1,113", 1000-1500 ,,Open,Base - Affordable Portable,x,x,x,3,,,,,,,,,,,,,
250,Menifee,30134 Haun Rd #450,Menifee,CA,92584,West Market,Southern California Region,IE East,California,11/1/2013,Jon Betts,Greg Miller,Giuliana Mainardi,,Base,Affordable Portable,1,"1,400", 1000-1500 ,,Open,Base - Affordable Portable,x,x,x,1,,,,,,,,,,,,,
251,St. George,15 South River Rd # 350,St George,UT,84790,Central Market,Rocky Mountain Region,Utah South,Utah,4/1/2006,Josh Heck,Tyler Stoker,David Peterson,,Base,,1,"1,769", 1500-2000 ,,Open,Base,x,x,x,1,,,,,,,,,,,,,
252,Cedar City,603 South Main Street Ste. #3,Cedar City,UT,84720,Central Market,Rocky Mountain Region,Utah South,Utah,8/18/2012,Josh Heck,Tyler Stoker,David Peterson,,Base,,2,"1,332", 1000-1500 ,,Open,Base,x,x,x,2,,,,,,,,,,,,,
253,Nellis Blvd,"2585 S Nellis Blvd., Ste. 47",Las Vegas,NV,89121,West Market,Southwest Region,Las Vegas,Nevada,8/19/2015,Jon Betts,Joshua Poll,Brady Orchard,,WS,GME Flip,4,"2,110", 2000-2500 ,,Open,WS - GME Flip,,x,x,4,,,,,,,,,,,,,
254,Boulevard Mall,3596 S. Maryland Pkwy,Las Vegas,NV,89169,West Market,Southwest Region,Las Vegas,Nevada,7/17/2015,Jon Betts,Joshua Poll,Brady Orchard,,WS,Radio Shack Flip,4,"2,400", 2000-2500 ,,Open,WS - Radio Shack Flip,,x,x,4,,,,,,,,,,,,,
259,Washington UT,"880 Red Cliffs Dr, Ste B",Washington,UT,84780,Central Market,Rocky Mountain Region,Utah South,Utah,6/29/2017,Josh Heck,Tyler Stoker,David Peterson,,WS,FY2017,4,"1,800",1500-2000,,Open,WS - FY2017,,,,4,,,,,,,,,,,,,
260,Susanville,2974 Main Street,Susanville,CA,96130,West Market,OR/CA Region,Reno-Tahoe,California,4/1/2012,Jon Betts,Ritchie Herkenhoff,Tyler Moss,,Base,COMANCO,4,"1,500", 1000-1500 ,,Open,Base - COMANCO,x,x,x,4,,,,,,,,,,,,,
261,North Valleys,155 Lemmon Dr Ste. 106,Reno,NV,89506,West Market,OR/CA Region,Reno-Tahoe,Nevada,4/1/2012,Jon Betts,Ritchie Herkenhoff,Tyler Moss,,Base,COMANCO,3,"1,310", 1000-1500 ,,Open,Base - COMANCO,x,x,x,3,,,,,,,,,,,,,
262,Northwest Reno,10190 N McCarran Blvd Ste. B,Reno,NV,89503,West Market,OR/CA Region,Reno-Tahoe,Nevada,4/1/2012,Jon Betts,Ritchie Herkenhoff,Tyler Moss,,Base,COMANCO,P,"1,612", 1500-2000 ,,Open,Base - COMANCO,x,x,x,1,,,,,,,,,,,,,
264,Topsy Lane,911 Topsy Lane Ste. 232,Carson City,NV,89705,West Market,OR/CA Region,Reno-Tahoe,Nevada,4/1/2012,Jon Betts,Ritchie Herkenhoff,Tyler Moss,,Base,COMANCO,2,"1,600", 1500-2000 ,,Open,Base - COMANCO,x,x,x,2,,,,,,,,,,,,,
265,Gardnerville,1352 Highway 395 Ste. 115,Gardnerville,NV,89410,West Market,OR/CA Region,Reno-Tahoe,Nevada,4/1/2012,Jon Betts,Ritchie Herkenhoff,Tyler Moss,,Base,COMANCO,3,"1,258", 1000-1500 ,,Open,Base - COMANCO,x,x,x,3,,,,,,,,,,,,,
266,Henderson District,140 S Green Valley Parkway # 122,Henderson,NV,89012,West Market,Southwest Region,Las Vegas,Nevada,8/5/2015,Jon Betts,Joshua Poll,Brady Orchard,,WS,FY2015,4,"2,024", 2000-2500 ,,Open,WS - FY2015,,x,x,4,,,,,,,,,,,,,
267,LV Town Square,6659 S. Las Vegas Blvd. Suite B113,Las Vegas,NV,89119,West Market,Southwest Region,Las Vegas,Nevada,12/16/2015,Jon Betts,Joshua Poll,Brady Orchard,,WS,FY2015,3,"2,703", 2500-3000 ,,Open,WS - FY2015,,x,x,4,,,,,,,,,,,,,
268,Boulder Crossroads,5060 Boulder Hwy Suite 100,Las Vegas,NV,89122,West Market,Southwest Region,Las Vegas,Nevada,8/19/2015,Jon Betts,Joshua Poll,Brady Orchard,,WS,Radio Shack Flip,3,"2,400", 2000-2500 ,,Open,WS - Radio Shack Flip,,x,x,3,,,,,,,,,,,,,
269,Wilshire Downtown,1605 Wilshire Blvd,Los Angeles,CA,90017,West Market,Greater Los Angeles Region,Hollywood,California,2/3/2016,Jon Betts,Scott Rodgerson,Marcus Rainford,,WS,FY2016,1,"2,000", 1500-2000 ,,Open,WS - FY2016,,,x,1,,,,,,,,,,,,,
270,4S Ranch,10550 Craftsman Way Ste. 181,San Diego,CA,92127,West Market,Southwest Region,San Diego North,California,11/28/2014,Jon Betts,Joshua Poll,Jimmy Bledsoe,,WS,FY2014,3,"2,100", 2000-2500 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
271,South Lake Tahoe,"4000 Lake Tahoe Blvd., Suite 15B",South Lake Tahoe,CA,96150,West Market,OR/CA Region,Reno-Tahoe,California,3/7/2014,Jon Betts,Ritchie Herkenhoff,Tyler Moss,,WS,FY2014,1,"2,400", 2000-2500 ,,Open,WS - FY2014,,x,x,1,,,,,,,,,,,,,
272,Chula Vista Tierra,"1020 Tierra Del Rey, Ste. D",Chula Vista,CA,91910,West Market,Southwest Region,San Diego South,California,12/11/2014,Jon Betts,Joshua Poll,Gregory Cortez,,WS,FY2014,4,"2,050", 2000-2500 ,,Open,WS - FY2014,,x,x,4,,,,,,,,,,,,,
273,Montclair Center,"9359 Central Ave, Ste H",Montclair,CA,91763,West Market,Southern California Region,IE West,California,4/27/2016,Jon Betts,Greg Miller,Marc Henderson,,WS,FY2016,3,"1,500", 1000-1500 ,,Open,WS - FY2016,,,x,4,,,,,,,,,,,,,
274,Van Nuys,17288 Saticoy St.,Van Nuys,CA,91362,West Market,Greater Los Angeles Region,LA North,California,7/16/2014,Jon Betts,Scott Rodgerson,Wilfredo Arias,,WS,FY2014,2,"3,000", 2500-3000 ,,Open,WS - FY2014,,x,x,2,,,,,,,,,,,,,
275,Huntington Beach,18583 Main Street,Huntington Beach,CA,92648,West Market,Greater Los Angeles Region,OC North,California,12/5/2014,Jon Betts,Scott Rodgerson,John Reinhold,,WS,FY2014,4,"2,200", 2000-2500 ,,Open,WS - FY2014,,x,x,4,,,,,,,,,,,,,
276,Carlsbad Palomar,"961 Palomar Airport Rd, Ste 108",Carlsbad,CA,92011,West Market,Southwest Region,San Diego North,California,4/30/2014,Jon Betts,Joshua Poll,Jimmy Bledsoe,,WS,FY2014,3,"1,539", 1500-2000 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
277,Solana Beach,136 South Solana Hills Drive,Solana Beach,CA,92075,West Market,Southwest Region,San Diego North,California,7/2/2014,Jon Betts,Joshua Poll,Jimmy Bledsoe,,WS,FY2014,5,"1,609", 1500-2000 ,,Open,WS - FY2014,,x,x,5,,,,,,,,,,,,,
278,Irvine Spectrum,520 Spectrum Center Dr,Irvine,CA,92618,West Market,Greater Los Angeles Region,OC North,California,6/18/2014,Jon Betts,Scott Rodgerson,John Reinhold,,WS,FY2014,1,"1,200", 1000-1500 ,,Open,WS - FY2014,,x,x,2,,,,,,,,,,,,,
279,Highland Crossings,"27949 Greenspot Road, Ste A",Highland,CA,92346,West Market,Southern California Region,IE East,California,11/1/2013,Jon Betts,Greg Miller,Giuliana Mainardi,,WS,COR Takeover,1,"3,300", Above 3000 ,,Open,WS - COR Takeover,,x,x,1,,,,,,,,,,,,,
281,LAX,8949 S Sepulveda,Westchester,CA,90045,West Market,Greater Los Angeles Region,Hollywood,California,9/2/2013,Jon Betts,Scott Rodgerson,Marcus Rainford,,Base,TMG (Mobile Life),1,"1,950", 1500-2000 ,,Open,Base - TMG (Mobile Life),x,x,x,1,,,,,,,,,,,,,
283,Huntington Park,"6402 Pacific Blvd,  Ste B2",Huntington Park,CA,90255,West Market,Greater Los Angeles Region,LA East,California,9/2/2013,Jon Betts,Scott Rodgerson,Chris Espinoza,,Base,TMG (Mobile Life),3,"3,069", Above 3000 ,,Open,Base - TMG (Mobile Life),x,x,x,3,,,,,,,,,,,,,
284,Inglewood Century,"3530 W Century Blvd, Ste 105",Inglewood,CA,90303,West Market,Greater Los Angeles Region,Hollywood,California,9/2/2013,Jon Betts,Scott Rodgerson,Marcus Rainford,,Base,TMG (Mobile Life),P,"2,640", 2500-3000 ,,Open,Base - TMG (Mobile Life),x,x,x,P,,,,,,,,,,,,,
286,Grossmont,"5500 Grossmont Center Dr, Ste D29A",La Mesa,CA,91942,West Market,Southwest Region,San Diego North,California,9/2/2013,Jon Betts,Joshua Poll,Jimmy Bledsoe,,Base,TMG (Mobile Life),2,"1,000", 500-1000 ,,Open,Base - TMG (Mobile Life),x,x,x,2,,,,,,,,,,,,,
287,Hillcrest,"1060 University, Ste A-107",San Diego,CA,92103,West Market,Southwest Region,San Diego South,California,9/2/2013,Jon Betts,Joshua Poll,Gregory Cortez,,Base,TMG (Mobile Life),2,"1,400", 1000-1500 ,,Open,Base - TMG (Mobile Life),x,x,x,2,,,,,,,,,,,,,
288,Escondido,"1201 E Valley Pkwy, Ste C",Escondido,CA,92027,West Market,Southwest Region,San Diego North,California,9/2/2013,Jon Betts,Joshua Poll,Jimmy Bledsoe,,Base,TMG (Mobile Life),3,"1,563", 1500-2000 ,,Open,Base - TMG (Mobile Life),x,x,x,3,,,,,,,,,,,,,
290,La Jolla,941 Pearl St,La Jolla,CA,92037,West Market,Southwest Region,San Diego South,California,9/2/2013,Jon Betts,Joshua Poll,Gregory Cortez,,Base,TMG (Mobile Life),4,"1,100", 1000-1500 ,,Open,Base - TMG (Mobile Life),x,x,x,4,,,,,,,,,,,,,
291,San Marcos,740 Nordahl Rd # 110,San Marcos,CA,92069,West Market,Southwest Region,San Diego North,California,9/2/2013,Jon Betts,Joshua Poll,Jimmy Bledsoe,,Base,TMG (Mobile Life),4,"1,923", 1500-2000 ,,Open,Base - TMG (Mobile Life),x,x,x,4,,,,,,,,,,,,,
292,Kearny Mesa,8006 Clairemont Mesa Blvd,San Diego,CA,92111,West Market,Southwest Region,San Diego South,California,9/2/2013,Jon Betts,Joshua Poll,Gregory Cortez,,Base,TMG (Mobile Life),4,"2,585", 2500-3000 ,,Open,Base - TMG (Mobile Life),x,x,x,4,,,,,,,,,,,,,
293,Brawley,"1050 S Brawley Ave, Suite 105",Brawley,CA,92227,West Market,Southwest Region,San Diego North,California,4/18/2014,Jon Betts,Joshua Poll,Jimmy Bledsoe,,WS,FY2014,5,"1,593", 1500-2000 ,,Open,WS - FY2014,,x,x,5,,,,,,,,,,,,,
294,San Fernando,1120 Truman Street,San Fernando,CA,91340,West Market,Greater Los Angeles Region,LA North,California,10/23/2014,Jon Betts,Scott Rodgerson,Wilfredo Arias,,WS,FY2014,3,"2,000", 1500-2000 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
295,Miracle Mile,5600 Wilshire Blvd.,Los Angeles,CA,90036,West Market,Greater Los Angeles Region,Hollywood,California,6/18/2014,Jon Betts,Scott Rodgerson,Marcus Rainford,,WS,FY2014,3,"2,159", 2000-2500 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
296,Garden Grove,12731 Brookhurst St.,Garden Grove,CA,92840,West Market,Greater Los Angeles Region,OC North,California,9/24/2014,Jon Betts,Scott Rodgerson,John Reinhold,,WS,FY2014,2,"1,950", 1500-2000 ,,Open,WS - FY2014,,x,x,2,,,,,,,,,,,,,
297,Calabasas,23639 Calabasas Rd,Calabasas,CA,91302,West Market,Greater Los Angeles Region,The Valley,California,8/13/2014,Jon Betts,Scott Rodgerson,Austin Parker,,WS,FY2014,3,"2,200", 2000-2500 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
298,Pacific Beach,1975 Garnet Ave Ste. D,San Diego,CA,92109,West Market,Southwest Region,San Diego South,California,10/15/2014,Jon Betts,Joshua Poll,Gregory Cortez,,WS,FY2014,3,"1,774", 1500-2000 ,,Open,WS - FY2014,,x,x,4,,,,,,,,,,,,,
299,Santa Anita Mall,400 S Baldwin Ave Space 706-L,Arcadia,CA,91007,West Market,Greater Los Angeles Region,LA East,California,11/12/2014,Jon Betts,Scott Rodgerson,Chris Espinoza,,WS,FY2014,3,"2,093", 2000-2500 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
301,West Valley,3603 S. 2700 W. Suite 400,West Valley City,UT,84119,Central Market,Rocky Mountain Region,Salt Lake City,Utah,2/1/2007,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,1,"1,999", 1500-2000 ,,Open,Base,x,x,x,1,,,,,,,,,,,,,
304,Tooele,1391 North Main Street,Tooele,UT,84074,Central Market,Rocky Mountain Region,Salt Lake City,Utah,2/1/2007,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,1,"2,300", 2000-2500 ,,Open,Base,x,x,x,1,,,,,,,,,,,,,
305,54th & Redwood,5500 S. Redwood Road Ste. 102,Taylorsville,UT,84123,Central Market,Rocky Mountain Region,Salt Lake City,Utah,2/1/2007,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,3,"1,472", 1000-1500 ,,Open,Base,x,x,x,4,,,,,,,,,,,,,
307,Park City,1700 Park Avenue Suite 102,Park City,UT,84060,Central Market,Rocky Mountain Region,Salt Lake City,Utah,2/1/2007,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,4,"1,210", 1000-1500 ,,Open,Base,x,x,x,4,,,,,,,,,,,,,
310,Fort Union,1969 East Fort Union Blvd,Salt Lake City,UT,84121,Central Market,Rocky Mountain Region,Salt Lake City,Utah,2/1/2007,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,2,"1,450", 1000-1500 ,,Open,Base,x,x,x,2,,,,,,,,,,,,,
311,Foothill,1414 S. Foothill Dr. Suite A-1,Salt Lake City,UT,84108,Central Market,Rocky Mountain Region,Salt Lake City,Utah,2/1/2007,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,3,"1,316", 1000-1500 ,,Open,Base,x,x,x,4,,,,,,,,,,,,,
312,Olympus Cove,"3979 Wasatch Blvd, Ste A",Salt Lake City,UT,84124,Central Market,Rocky Mountain Region,Salt Lake City,Utah,2/1/2007,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,5,"1,050", 1000-1500 ,,Open,Base,x,x,x,5,,,,,,,,,,,,,
313,Sugarhouse,2153 South 700 East,Salt Lake City,UT,84106,Central Market,Rocky Mountain Region,Utah North,Utah,2/1/2007,Josh Heck,Tyler Stoker,Joseph Schwartz,,Base,,1,"4,000", Above 3000 ,,Open,Base,x,x,x,1,,,,,,,,,,,,,
315,Kimball Junction,1708 Uinta Way Suite F-1,Park City,UT,84098,Central Market,Rocky Mountain Region,Salt Lake City,Utah,12/26/2013,Josh Heck,Tyler Stoker,Kevin Brown,,Base,,2,"1,786", 1500-2000 ,,Open,Base,x,x,x,2,,,,,,,,,,,,,
316,Midvale,7141 South Bingham Junction Blvd.,Midvale,UT,84047,Central Market,Rocky Mountain Region,Salt Lake City,Utah,12/9/2015,Josh Heck,Tyler Stoker,Kevin Brown,,WS,FY2015,4,"1,800", 1500-2000 ,,Open,WS - FY2015,,x,x,5,,,,,,,,,,,,,
404,Magic Valley Mall,1485 Pole Line Rd E. # 257,Twin Falls,ID,83301,Central Market,Rocky Mountain Region,Idaho,Idaho,3/13/2009,Josh Heck,Tyler Stoker,Open,,Base,Mountain States Wireless,4,843, 500-1000 ,,Open,Base - Mountain States Wireless,x,x,x,5,,,,,,,,,,,,,
411,Hailey,111 North Main Street Ste. 1B,Hailey,ID,83333,Central Market,Rocky Mountain Region,Idaho,Idaho,7/6/2009,Josh Heck,Tyler Stoker,Open,,Base,,4,"1,574", 1500-2000 ,,Open,Base,x,x,x,5,,,,,,,,,,,,,
412,Rexburg,261 North 2nd East Ave,Rexburg,ID,83440,Central Market,Rocky Mountain Region,Idaho,Idaho,2/1/2010,Josh Heck,Tyler Stoker,Open,,Base,,2,"2,250", 2000-2500 ,,Open,Base,x,x,x,3,,,,,,,,,,,,,
413,Burley,2154 Overland Ave,Burley,ID,83318,Central Market,Rocky Mountain Region,Idaho,Idaho,9/1/2011,Josh Heck,Tyler Stoker,Open,,Base,,2,"2,694", 2500-3000 ,,Open,Base,x,x,x,3,,,,,,,,,,,,,
414,Kalispell,135 E. Idaho,Kalispell,MT,59901,Central Market,Rocky Mountain Region,Montana,Montana,10/1/2012,Josh Heck,Tyler Stoker,Bradley Neill,,Base,Blue Wire,4,"1,500", 1000-1500 ,,Open,Base - Blue Wire,x,x,x,4,,,,,,,,,,,,,
415,Billings,300 S. 24th St W,Billings,MT,59102,Central Market,Rocky Mountain Region,Montana,Montana,10/1/2012,Josh Heck,Tyler Stoker,Bradley Neill,,Base,Blue Wire,3,"1,416", 1000-1500 ,,Open,Base - Blue Wire,x,x,x,3,,,,,,,,,,,,,
416,Missoula,3075 N Reserve St STE L,Missoula,MT,59808,Central Market,Rocky Mountain Region,Montana,Montana,10/1/2012,Josh Heck,Tyler Stoker,Bradley Neill,,Base,Blue Wire,2,"1,800", 1500-2000 ,,Open,Base - Blue Wire,x,x,x,2,,,,,,,,,,,,,
419,Butte,3332 Harrison Ave,Butte,MT,59701,Central Market,Rocky Mountain Region,Montana,Montana,5/15/2014,Josh Heck,Tyler Stoker,Bradley Neill,,Acquisition,Montana PCS,4,"1,200", 1000-1500 ,,Open,Acquisition - Montana PCS,,x,x,4,,,,,,,,,,,,,
420,Helena,"3215 Dredge Dr, Ste. B",Helena,MT,59602,Central Market,Rocky Mountain Region,Montana,Montana,5/15/2014,Josh Heck,Tyler Stoker,Bradley Neill,,Acquisition,Montana PCS,5,"1,540", 1500-2000 ,,Open,Acquisition - Montana PCS,,x,x,5,,,,,,,,,,,,,
421,Great Falls,"1116 9th Street South, Ste.2",Great Falls,MT,59405,Central Market,Rocky Mountain Region,Montana,Montana,5/15/2014,Josh Heck,Tyler Stoker,Bradley Neill,,Acquisition,Montana PCS,4,"2,593", 2500-3000 ,,Open,Acquisition - Montana PCS,,x,x,4,,,,,,,,,,,,,
423,Billings Heights,"895 Main Ste, Ste. 3",Billings,MT,59105,Central Market,Rocky Mountain Region,Montana,Montana,5/15/2014,Josh Heck,Tyler Stoker,Bradley Neill,,Acquisition,Montana PCS,5,"1,300", 1000-1500 ,,Open,Acquisition - Montana PCS,,x,x,5,,,,,,,,,,,,,
425,Sheridan,1875 Coffeen Ave Suite B,Sheridan,WY,82801,Central Market,Rocky Mountain Region,Montana,Wyoming,10/1/2012,Josh Heck,Tyler Stoker,Bradley Neill,,Base,Blue Wire,2,"2,000", 1500-2000 ,,Open,Base - Blue Wire,x,x,x,2,,,,,,,,,,,,,
