Dealer Code,Loc #,Location,Retail IQ,District,ATT Mkt Abbrev,ATT Market Name,Region,Market,Dispute Mkt,DF,C&C,WS,WS Expires,Footprint Level,Business Expert,DF Code,Old,Old 2,ATT Location Name,ATT Location ID,ATT Region,State,Notes,Notes2,Open Date,Close Date,DC Origin,Store Origin,Acquisition Origin,TB Loc,SMF Mapping,SMF Market,DC status,Sorting Rank,Rank Description,Company
9MQT8,2103,Northfield Square Mall,2103 Northfield Square Mall,Illiana,ILW,ILLINOIS; WISCONSIN,Chicago,Central,Chicago,,Yes,,,1,Yes,,O0908,IKKME,SPRING - NORTHFIELD MALL,121587,CENTRAL,IL,201606 Midwest Cellular Acq,,6/1/2016,,Spring,Acquired,Midwest Cellular,2103,2103,Chicago,Active,3,Open Standard,Spring
I8PUV,2120,Matteson,2120 Matteson,Illiana,ILW,ILLINOIS; WISCONSIN,Chicago,Central,Chicago,,Yes,,,1,Yes,,GTA65,PA3J4,SPRING - MATTESON,121590,CENTRAL,IL,201606 Midwest Cellular Acq,,6/1/2016,,Spring,Acquired,Midwest Cellular,2120,2120,Chicago,Active,3,Open Standard,Spring
WURFL,2145,Mishawaka,2145 Mishawaka,Illiana,GLR,GREAT LAKES,Chicago,Central,Chicago,,Yes,Off,7/30/2016,1,,,BBMOB,9M7HP,SPRING COMMUNICATIONS - GRANGER,121637,NORTHEAST,IN,201606 Midwest Cellular Acq,Acq WS,6/1/2016,,Spring,Acquired,Midwest Cellular,2145,2145,Indianapolis,Active,3,Open Standard,Spring
T0YS3,2146,South Bend,2146 South Bend,Illiana,GLR,GREAT LAKES,Chicago,Central,Chicago,,Yes,,,1,,,ZVNMZ,B67DG,SPRING COMMUNICATIONS - SOUTHBEND,121636,NORTHEAST,IN,201606 Midwest Cellular Acq,,6/1/2016,,Spring,Acquired,Midwest Cellular,2146,2146,Indianapolis,Active,3,Open Standard,Spring
573ZS,2325,Harrisonville,2325 Harrisonville,Kansas City,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,Yes,,KPB9J,FBS2Y,SPRING - HARRISONVILLE,121911,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2325,2325,Greater Midwest,Active,3,Open Standard,Spring
HDETJ,2607,Olathe,2607 Olathe,Kansas City,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,RCK07,,SPRING - ALDEN CTR,122315,CENTRAL,KS,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2607,2607,Greater Midwest,Active,3,Open Standard,Spring
JKRY6,2608,North Kansas City,2608 North Kansas City,Kansas City,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,RCK11,,SPRING - CHOUTEAU,122319,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2608,2608,Greater Midwest,Active,3,Open Standard,Spring
TA382,2609,Maryville,2609 Maryville,Kansas City,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,2,,,KJ568,,SPRING - MARYVILLE,122326,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2609,2609,Greater Midwest,Active,3,Open Standard,Spring
JOXTZ,2610,Kansas City State Line,2610 Kansas City State Line,Kansas City,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,Yes,,RCK23,,SPRING - STATE LINE,122313,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2610,2610,Greater Midwest,Active,3,Open Standard,Spring
QU7PE,2611,East Hills Mall,2611 East Hills Mall,Kansas City,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,22MSW,,SPRING - STJ MALL,122314,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2611,2611,Greater Midwest,Active,3,Open Standard,Spring
E80XF,2619,Blue Ridge Crossing,2619 Blue Ridge Crossing,Kansas City,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,AQ7WA,,SPRING - BLUE RIDGE CROSSING,122327,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2619,2619,Greater Midwest,Active,3,Open Standard,Spring
EGHHJ,2523,Derby Rock Road,2523 Derby Rock Road,Kansas East,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,MSR7Z,DOACT,SPRING - DERBY,121916,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2523,2523,Greater Midwest,Active,3,Open Standard,Spring
MEBLQ,2526,El Dorado,2526 El Dorado,Kansas East,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,626PO,,SPRING - EL DORADO,121920,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2526,2526,Greater Midwest,Active,3,Open Standard,Spring
6UETS,2527,Emporia,2527 Emporia,Kansas East,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,OYS9H,,SPRING - EMPORIA,121921,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2527,2527,Greater Midwest,Active,3,Open Standard,Spring
UXXVF,2531,Wichita 21st Street,2531 Wichita 21st Street,Kansas East,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,KVDZJ,,SPRING - WICHITA 21ST,121926,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2531,2531,Greater Midwest,Active,3,Open Standard,Spring
M45OW,2532,Eastgate Plaza,2532 Eastgate Plaza,Kansas East,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,HCYZG,,SPRING - EASTGATE PLAZA,121922,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2532,2532,Greater Midwest,Active,3,Open Standard,Spring
QFQHS,2533,Wichita Greenwich,2533 Wichita Greenwich,Kansas East,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,Off,11/30/2016,1,,,AQY3Q,,SPRING - GREENWICH ROAD,121929,CENTRAL,KS,201608 Cell World Acq,Acq WS,8/1/2016,,Spring,Acquired,Cellular World,2533,2533,Greater Midwest,Active,3,Open Standard,Spring
G0FH2,2534,Wichita Kellogg Road,2534 Wichita Kellogg Road,Kansas East,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,L325I,D9R8W,SPRING - PARTY CITY,121917,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2534,2534,Greater Midwest,Active,3,Open Standard,Spring
QJ2FO,2535,Wichita Towne West,2535 Wichita Towne West,Kansas East,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,L9E8V,,SPRING - TOWNE WEST,121923,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2535,2535,Greater Midwest,Active,3,Open Standard,Spring
TNTPH,2524,Hays,2524 Hays,Kansas West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,Off,11/30/2016,1,,,XJAD6,,SPRING - HAYS,121928,CENTRAL,KS,201608 Cell World Acq,Acq WS,8/1/2016,,Spring,Acquired,Cellular World,2524,2524,Greater Midwest,Active,3,Open Standard,Spring
A3GE2,2525,Dodge City,2525 Dodge City,Kansas West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,DTNRO,,SPRING - DODGE CITY,121927,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2525,2525,Greater Midwest,Active,3,Open Standard,Spring
9L6AX,2528,Great Bend,2528 Great Bend,Kansas West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,EIEIY,BTVKF,SPRING - GREAT BEND,121925,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2528,2528,Greater Midwest,Active,3,Open Standard,Spring
A6YSA,2529,Hutchinson KS,2529 Hutchinson KS,Kansas West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,TSURF,N4Z98,SPRING - HUTCH,121919,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2529,2529,Greater Midwest,Active,3,Open Standard,Spring
A66OC,2530,Salina,2530 Salina,Kansas West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,4EQ0T,,SPRING - SALINA,121924,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2530,2530,Greater Midwest,Active,3,Open Standard,Spring
ORBLT,2316,Boonville MO,2316 Boonville MO,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,207NG,EBATN,SPRING - BOONEVILLE,121901,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2316,2316,Greater Midwest,Active,3,Open Standard,Spring
RLAV3,2320,Columbia,2320 Columbia,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,Yes,,XYU52,FXVKZ,SPRING - COLUMBIA,121910,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2320,2320,Greater Midwest,Active,3,Open Standard,Spring
AMG0D,2322,Fulton,2322 Fulton,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,NINGT,BEJPQ,SPRING - FULTON,121905,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2322,2322,Greater Midwest,Active,3,Open Standard,Spring
EA63V,2333,Sullivan,2333 Sullivan,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,,,KKU5G,3CVNS,SPRING - SULLIVAN,121903,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2333,2333,Greater Midwest,Active,3,Open Standard,Spring
DDAKG,2617,Columbia Bernadette,2617 Columbia Bernadette,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,2,,,22N3U,,SPRING - COLUMBIA,122325,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2617,2617,Greater Midwest,Active,3,Open Standard,Spring
W28M9,2618,Warrenton MO,2618 Warrenton MO,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,Yes,,22VHI,,SPRING - WARRENTON,122323,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2618,2618,Greater Midwest,Active,3,Open Standard,Spring
6FYZA,2621,Union,2621 Union,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,DMR5W,,SPRING - UNION,122330,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2621,2621,Greater Midwest,Active,3,Open Standard,Spring
42ISP,2622,Columbia Trimble Road,2622 Columbia Trimble Road,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,2,,,OMVJT,,SPRING - COLUMBIA - TRIMBLE ROAD,122336,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2622,2622,Greater Midwest,Active,3,Open Standard,Spring
C2P0Z,2623,Marshall,2623 Marshall,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,SCJFT,,SPRING - MARSHALL,122334,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2623,2623,Greater Midwest,Active,3,Open Standard,Spring
7EG2C,2624,Mexico MO,2624 Mexico MO,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,V6B9D,,SPRING - MEXICO,122333,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2624,2624,Greater Midwest,Active,3,Open Standard,Spring
WFVCZ,2625,Moberly,2625 Moberly,Mid MO,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,VK79B,,SPRING - MOBERLY,122332,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2625,2625,Greater Midwest,Active,3,Open Standard,Spring
H5ZMJ,2317,Camdenton,2317 Camdenton,Missouri Central,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,AZ553,YS0OK,SPRING - CAMDENTON,121907,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2317,2317,Greater Midwest,Active,3,Open Standard,Spring
TSLZQ,2319,Clinton MO,2319 Clinton MO,Missouri Central,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,Yes,,FR0BR,JRDD6,SPRING - CLINTON,121912,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2319,2319,Greater Midwest,Active,3,Open Standard,Spring
A9LBI,2321,Eldon,2321 Eldon,Missouri Central,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,CI6HD,U7S54,SPRING - ELDON,121906,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2321,2321,Greater Midwest,Active,3,Open Standard,Spring
R9GDQ,2326,Laurie,2326 Laurie,Missouri Central,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,SYA2S,GX409,SPRING - LAURIE,121904,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2326,2326,Greater Midwest,Active,3,Open Standard,Spring
BLVEF,2327,Lebanon MO,2327 Lebanon MO,Missouri Central,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,Yes,,SVZDR,8RNI5,SPRING - LEBANON,121900,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2327,2327,Greater Midwest,Active,3,Open Standard,Spring
YOFF7,2334,Versailles,2334 Versailles,Missouri Central,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,Yes,,4KO67,TSCQG,SPRING - VERSAILLES,121902,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2334,2334,Greater Midwest,Active,3,Open Standard,Spring
60QFW,2335,Warsaw Commercial Street,2335 Warsaw Commercial Street,Missouri Central,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,Yes,,6Y4I0,IX27N,SPRING - WARSAW,121908,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2335,2335,Greater Midwest,Active,3,Open Standard,Spring
K7FVZ,2627,Warrensburg,2627 Warrensburg,Missouri Central,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,2,,,TI8AH,,SPRING - WARRENSBURG,122329,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2627,2627,Greater Midwest,Active,3,Open Standard,Spring
Z30WH,2598,Alton,2598 Alton,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,Yes,,222FR,,SPRING - ALTON REG,122321,CENTRAL,IL,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2598,2598,Greater Midwest,Active,3,Open Standard,Spring
4WTBU,2599,O'Fallon,2599 O'Fallon,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,22QAY,,SPRING - OFALLON,122320,CENTRAL,IL,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2599,2599,Greater Midwest,Active,3,Open Standard,Spring
HHSC8,2600,Wood River,2600 Wood River,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,22VZ3,,SPRING - WOOD RIVER,122322,CENTRAL,IL,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2600,2600,Greater Midwest,Active,3,Open Standard,Spring
H5UL0,2601,Highland IL,2601 Highland IL,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,22U3W,,SPRING - HIGHLAND,122311,CENTRAL,IL,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2601,2601,Greater Midwest,Active,3,Open Standard,Spring
IYNQI,2602,Jerseyville,2602 Jerseyville,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,Yes,,22T42,,SPRING - JERSEYVILLE,122324,CENTRAL,IL,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2602,2602,Greater Midwest,Active,3,Open Standard,Spring
CMJBN,2612,South County Mall,2612 South County Mall,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,ORP7T,,SPRING - COUNTY CENTER WAY,122328,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2612,2612,Greater Midwest,Active,3,Open Standard,Spring
3Q50K,2613,Festus,2613 Festus,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,Yes,,22S5T,,SPRING - FESTUS,122317,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2613,2613,Greater Midwest,Active,3,Open Standard,Spring
CHUO4,2614,Ferguson,2614 Ferguson,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,22MTW,,SPRING - W FLORISSANT,122318,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2614,2614,Greater Midwest,Active,3,Open Standard,Spring
JF2NM,2615,St Louis Galleria,2615 St Louis Galleria,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,Yes,,22TTA,,SPRING - GALLERIA,122316,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2615,2615,Greater Midwest,Active,3,Open Standard,Spring
4MQTU,2620,St Louis South Grand,2620 St Louis South Grand,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,Yes,,G26BV,,SPRING - ST LOUIS - GRAND,122335,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2620,2620,Greater Midwest,Active,3,Open Standard,Spring
DQULD,2628,St. Peters,2628 St. Peters,Missouri East,GMW,GREATER MIDWEST,Greater Midwest,Central,Greater Midwest,,Yes,,,1,,,T38R2,,SPRING - ST PETERS,122337,CENTRAL,MO,201608 Red Skye Acq,,8/1/2016,,Spring,Acquired,Red Skye,2628,2628,Greater Midwest,Active,3,Open Standard,Spring
9JIG8,2314,Battlefield Mall,2314 Battlefield Mall,Missouri South,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,LEFWJ,OKWP3,SPRING - BATTLEFIELD MALL (need hours),121898,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2314,2314,Greater Midwest,Active,3,Open Standard,Spring
GX3O5,2315,Bolivar MO,2315 Bolivar MO,Missouri South,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,Yes,,9RWFJ,TW6K0,SPRING - BOLIVAR,121899,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2315,2315,Greater Midwest,Active,3,Open Standard,Spring
ML43L,2323,National Battlefield,2323 National Battlefield,Missouri South,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,FSF07,6G7QI,SPRING - NATIONAL,121896,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2323,2323,Greater Midwest,Active,3,Open Standard,Spring
6TB7E,2324,Glenstone Grand,2324 Glenstone Grand,Missouri South,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,LNP2K,,SPRING - GRAND,121914,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2324,2324,Greater Midwest,Active,3,Open Standard,Spring
URXCT,2328,Monett,2328 Monett,Missouri South,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,7SKTV,L49WR,SPRING - MONETT,121897,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2328,2328,Greater Midwest,Active,3,Open Standard,Spring
UJXFJ,2331,Nixa,2331 Nixa,Missouri South,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,FSF12,B5O2M,SPRING - NIXA,121894,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2331,2331,Greater Midwest,Active,3,Open Standard,Spring
24CZN,2332,Republic,2332 Republic,Missouri South,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,FSF11,3PI67,SPRING - REPUBLIC,121895,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2332,2332,Greater Midwest,Active,3,Open Standard,Spring
S2LYB,2537,West Plains,2537 West Plains,Missouri South,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,2,,,RBUF8,OOFOS,SPRING - W PLAINS,121918,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2537,2537,Greater Midwest,Active,3,Open Standard,Spring
BH2NX,2287,Pittsburg,2287 Pittsburg,Missouri West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,FSF08,CQ6LH,SPRING - PITTSBURG,121891,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2287,2287,Greater Midwest,Active,3,Open Standard,Spring
9S406,2318,Carthage,2318 Carthage,Missouri West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,FSF03,SFILG,SPRING - CARTHAGE,121892,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2318,2318,Greater Midwest,Active,3,Open Standard,Spring
7RXCG,2329,Neosho,2329 Neosho,Missouri West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,FSF09,UMRT8,SPRING - NEOSHO,121893,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2329,2329,Greater Midwest,Active,3,Open Standard,Spring
GEQTV,2330,Nevada,2330 Nevada,Missouri West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,IT9C5,5GPY3,SPRING - NEVADA,121909,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2330,2330,Greater Midwest,Active,3,Open Standard,Spring
4G986,2336,Webb City,2336 Webb City,Missouri West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,Yes,,8NIMH,UOR0Y,SPRING - WEBB CITY,121913,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2336,2336,Greater Midwest,Active,3,Open Standard,Spring
ISVNL,2495,Parsons,2495 Parsons,Missouri West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,2324H,WYAY3,SPRING - PARSONS,121890,CENTRAL,KS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2495,2495,Greater Midwest,Active,3,Open Standard,Spring
O4PNB,2536,North Park Mall,2536 North Park Mall,Missouri West,GMW,GREATER MIDWEST,Greater Midwest,Central,West Texas,,Yes,,,1,,,39IO8,,SPRING - NPARK MALL,121915,CENTRAL,MO,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2536,2536,Greater Midwest,Active,3,Open Standard,Spring
AEXB4,1424,Wayne MI,1424 Wayne MI,Detroit,GLR,GREAT LAKES,MINKY,Central,Great Lakes Region,,Yes,Off,7/31/2016,1,,CNV5J,,,SPRING-GS-WAYNE MI,117315,NORTHEAST,MI,201507 RS Flip Whitespace,,7/1/2015,,Spring,Whitespace,Radio Shack Flip,1424,1424,Ameritech,Active,3,Open Standard,Spring
VKBBK,1426,Eight Mile,1426 Eight Mile,Detroit,GLR,GREAT LAKES,MINKY,Central,Great Lakes Region,,Yes,Off,7/31/2016,1,Yes,I2ISR,,,SPRING-GS-EIGHT MILE,117312,NORTHEAST,MI,201507 RS Flip Whitespace,,7/21/2015,,Spring,Whitespace,Radio Shack Flip,1426,1426,Ameritech,Active,3,Open Standard,Spring
OZ6YA,1428,Detroit Woodward,1428 Detroit Woodward,Detroit,GLR,GREAT LAKES,MINKY,Central,Great Lakes Region,,Yes,Off,7/31/2016,1,,XLASN,,,SPRING-GS-DETROIT WOODWARD,117313,NORTHEAST,MI,201507 RS Flip Whitespace,,7/21/2015,,Spring,Whitespace,Radio Shack Flip,1428,1428,Ameritech,Active,3,Open Standard,Spring
QW6VW,1321,Kokomo,1321 Kokomo,Indiana Central,GLR,GREAT LAKES,MINKY,Central,Indianapolis,,Yes,Off,4/30/2015,1,Yes,RE0RO,XGU7F,I926D,SPRING COMMUNICATIONS - KOKOMO,116303,NORTHEAST,IN,201501 Mobile King Acq,Acq WS,1/1/2015,,Spring,Acquired,Mobile King,1321,1321,Indianapolis,Active,3,Open Standard,Spring
8UQFY,1323,Peru,1323 Peru,Indiana Central,GLR,GREAT LAKES,MINKY,Central,Indianapolis,,Yes,,,1,Yes,I58EC,09QAQ,5PDS3,SPRING COMMUNICATIONS - PERU,116305,NORTHEAST,IN,201501 Mobile King Acq,,1/1/2015,,Spring,Acquired,Mobile King,1323,1323,Indianapolis,Active,3,Open Standard,Spring
63FZA,1329,Lafayette IN,1329 Lafayette IN,Indiana Central,GLR,GREAT LAKES,MINKY,Central,Indianapolis,,Yes,Off,9/30/2016,2,,GEGDV,,,SPRING-GS-LAFAYETTE IN,117310,NORTHEAST,IN,201509 RS Flip Whitespace,,9/16/2015,,Spring,Whitespace,Radio Shack Flip,1329,1329,Indianapolis,Active,3,Open Standard,Spring
ZW8I4,1330,Castleton Square,1330 Castleton Square,Indiana Central,GLR,GREAT LAKES,MINKY,Central,Indianapolis,,Yes,Off,8/31/2016,1,,H4MGZ,,,SPRING-GS-CASLETON SQUARE,117308,NORTHEAST,IN,201508 RS Flip Whitespace,,8/19/2015,,Spring,Whitespace,Radio Shack Flip,1330,1330,Indianapolis,Active,3,Open Standard,Spring
SOXYG,1332,Indianapolis Emerson,1332 Indianapolis Emerson,Indiana Central,GLR,GREAT LAKES,MINKY,Central,Indianapolis,,Yes,Off,8/31/2016,1,,CA5C6,,,SPRING-GS-INDIANAPOLIS EMERSON,117309,NORTHEAST,IN,201508 RS Flip Whitespace,,8/12/2015,,Spring,Whitespace,Radio Shack Flip,1332,1332,Indianapolis,Active,3,Open Standard,Spring
